error_rate,latency_ms,request_count
0.022483570765056166,227.78532642594925,1139.9355436586002
0.019308678494144076,257.2824992141039,1092.4633682912768
0.02323844269050346,158.04297278542577,1005.9630369920175
0.027615149282040126,216.88907710071712,935.3063222294426
0.01882923312638332,180.48072292634518,1069.822331361359
0.0188293152152541,185.38623848705913,1039.348538542175
0.027896064077536958,182.22818227283392,1089.5193220027732
0.023837173645764546,174.08027690960552,1063.517180168197
0.01765262807032524,201.4556488383448,1104.9552715319335
0.022712800217929825,175.07149650766888,946.4764788439433
0.01768291153593769,208.11370477339517,1131.7394065634326
0.017671351232148715,198.4928567165259,1019.75996046924
0.02120981135783017,192.8315585940077,1207.5260872625265
0.01043359877671101,172.77309013875205,931.0812181910433
0.011375410837434836,182.69686008295002,1173.596380316525
0.017188562353795137,222.6617367747727,1019.7910783462647
0.014935844398327881,215.0275156287314,934.8581996385551
0.02157123666297637,170.67334265604347,951.6114165945678
0.015459879622393945,202.97996916287678,967.9652691805679
0.012938481493323543,222.54161370115366,1042.4165946401915
0.02732824384460777,149.91784156635885,1052.28354880355
0.018871118497567323,216.30080577139805,942.6299996061421
0.02033764102343962,180.1212872316246,997.5645407739017
0.012876259068932716,217.1179600577948,1214.2270358611863
0.01727808637737409,177.10222530372448,1172.7543170100712
0.02055461294854933,145.85353698006443,1043.6323669674032
0.014245032112888486,151.17372686350512,1003.80034781682
0.02187849009172836,201.44254839984146,1012.0031326718262
0.016996806550405974,207.79167505164446,1061.3517972730417
0.018541531251033617,172.87050124686775,897.7207434801594
0.016991466938853016,219.15777376332122,974.2623462576655
0.02926139092254469,150.1543981319312,833.1415926122411
0.019932513876310332,198.0176060405805,1039.9223122605279
0.014711445355220499,163.6695140071263,1064.7195939702742
0.024112724560515945,180.44491676593523,951.6813537700626
0.01389578175014489,201.42196013949243,1157.3986763290034
0.021044317975023777,174.18759904148143,877.4234336997658
0.010201649380601122,188.46333367310524,853.5625119790179
0.013359069755507848,230.1887842764332,1022.4451818559972
0.02098430617934562,182.69324391430553,1104.7098302612155
0.02369233289997705,225.07076336195425,1168.3927691457868
0.020856841405949855,166.10879436027147,954.111573713106
0.019421758588058797,215.8941253374585,1107.8680833431295
0.018494481522053557,243.247058619737,996.1491530499293
0.012607390048162862,125.85066499618132,982.737270005918
0.016400778958026458,176.0931423358857,1088.3659937486673
0.017696806145201062,217.3121638154162,1065.232287841342
0.02528561113109458,193.9086384187102,842.360784301575
0.021718091447842307,211.13437620113928,1147.6540349725897
